car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh),redundant_price_column,car_age,mileage_category
BMW,7 SERIES,23000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,11956264.0,11956264.0,4.0,0.0
KIA,K9,20000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,7006678.0,7006678.0,3.0,0.0
MERCEDES,E CLASS,47000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,4681849.0,4681849.0,9.0,0.0
MERCEDES,GLC CLASS,115000.0,2996.0,automatic transmission,Petrol,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2019.0,5413466.0,5413466.0,6.0,2.0
TOYOTA,PRIUS,53000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,3127566.0,3127566.0,5.0,1.0
GENESIS,G90,27000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,7327490.0,7327490.0,6.0,0.0
BMW,X5,21000.0,2993.0,automatic transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,10798639.0,10798639.0,3.0,0.0
KIA,K9,2000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,6820283.0,6820283.0,3.0,0.0
TOYOTA,PRIUS,35000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2827796.0,2827796.0,6.0,0.0
MERCEDES,S CLASS,149000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2015.0,5660774.0,5660774.0,10.0,2.0
BMW,X6,5000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2022.0,9721727.0,9721727.0,3.0,0.0
KIA,STINGER,45000.0,2497.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4593127.0,4593127.0,4.0,0.0
BMW,X6,1000.0,3000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2021.0,8642931.0,8642931.0,4.0,0.0
BMW,5 SERIES,69000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4747016.0,4747016.0,8.0,1.0
TOYOTA,PRIUS,70000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,2279133.0,2279133.0,9.0,1.0
BMW,5 SERIES,73000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,6130294.0,6130294.0,7.0,1.0
MERCEDES,S CLASS,129000.0,2987.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,6341028.0,6341028.0,8.0,2.0
KIA,SORENTO,20000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5646327.0,5646327.0,4.0,0.0
KIA,SPORTAGE,1000.0,1598.0,automatic transmission,Petrol,LHD,2WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5635649.0,5635649.0,3.0,0.0
MERCEDES,S CLASS,139000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,8420576.0,8420576.0,6.0,2.0
BMW,X5,5000.0,3000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2023.0,10844491.0,10844491.0,2.0,0.0
GENESIS,G80,67000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4496082.0,4496082.0,7.0,1.0
KIA,K9,68000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4859921.0,4859921.0,7.0,1.0
TOYOTA,PRIUS PHV,39000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2436163.0,2436163.0,8.0,0.0
BMW,7 SERIES,111000.0,1998.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6627765.0,6627765.0,6.0,2.0
KIA,K9,29000.0,3778.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5138806.0,5138806.0,5.0,0.0
TOYOTA,AQUA,28000.0,1500.0,automatic transmission,Petrol,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,2699345.0,2699345.0,4.0,0.0
KIA,K9,43000.0,3778.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5827540.0,5827540.0,3.0,0.0
BMW,X4,9000.0,2000.0,automatic transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020.0,7366277.0,7366277.0,5.0,0.0
TOYOTA,86,45000.0,2000.0,manual transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,1,2019.0,4883891.0,4883891.0,6.0,0.0
TOYOTA,FORTUNER,11000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2020.0,5815134.0,5815134.0,5.0,0.0
TOYOTA,RAIZE G,22000.0,990.0,automatic transmission,Petrol,RHD,2WD,7 Seats,5 Doors,suv,1,1,1,1,1,0,1,1,2020.0,1819192.0,1819192.0,5.0,0.0
GENESIS,G70,8000.0,3470.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,7531943.0,7531943.0,5.0,0.0
MERCEDES,E CLASS,67000.0,1950.0,automatic transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2019.0,4883891.0,4883891.0,6.0,1.0
TOYOTA,CROWN HYBRID,34000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4256769.0,4256769.0,5.0,0.0
TOYOTA,PRIUS,51000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,0,0,0,0,0,2020.0,2715205.0,2715205.0,5.0,1.0
TOYOTA,LAND CRUISER PRADO,19000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,0,2022.0,5566870.0,5566870.0,3.0,0.0
KIA,K9,41000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6957999.0,6957999.0,4.0,0.0
GENESIS,G80,46000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6106896.0,6106896.0,4.0,0.0
TOYOTA,PRIUS,42000.0,1800.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2017.0,2406013.0,2406013.0,8.0,0.0
KIA,MOHAVE,48000.0,2959.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5673336.0,5673336.0,4.0,0.0
TOYOTA,HIACE VAN,1000.0,2800.0,automatic transmission,Diesel,LHD,2WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2023.0,8835292.0,8835292.0,2.0,0.0
KIA,K9,53000.0,3778.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4417724.0,4417724.0,6.0,1.0
BMW,"X4 XDRIVE 30I EXCLUSIVE (G02), 5DR SUV COUPE, 3L 6CYL PETROL, AUTOMATIC, ALL WHEEL DRIVE",66000.0,900.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2021.0,9629550.0,9629550.0,4.0,1.0
TOYOTA,PRIUS Z,2000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5671609.0,5671609.0,2.0,0.0
BMW,X3,34000.0,2000.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2018.0,5425700.0,5425700.0,7.0,0.0
KIA,SORENTO,19000.0,2497.0,automatic transmission,Petrol,LHD,2WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5483801.0,5483801.0,4.0,0.0
MERCEDES,C CLASS,20000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4488388.0,4488388.0,6.0,0.0
MERCEDES,S CLASS,20000.0,2925.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
BMW,X4,23000.0,1995.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,7469917.0,7469917.0,4.0,0.0
TOYOTA,AQUA 1.5 Z,1000.0,1500.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,3040414.0,3040414.0,2.0,0.0
TOYOTA,FORTUNER 2.8 TRD SPORTIVO 2WD,140000.0,2800.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2017.0,5811680.0,5811680.0,8.0,2.0
TOYOTA,PRIUS PHV,39000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,4325077.0,4325077.0,7.0,0.0
MERCEDES,E CLASS,116000.0,1950.0,automatic transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2018.0,4527136.0,4527136.0,7.0,2.0
TOYOTA,PRIUS,5000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,4937180.0,4937180.0,2.0,0.0
MERCEDES,GLE CLASS,97000.0,2987.0,automatic transmission,Diesel,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2018.0,6353645.0,6353645.0,7.0,1.0
TOYOTA,LAND CRUISER GXR 4.0L 4X4 | BRAND NEW |,1000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2023.0,12155848.999999989,12155848.999999989,2.0,0.0
TOYOTA,PRIUS PHV,25000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,3183155.0,3183155.0,8.0,0.0
GENESIS,G80,41000.0,2497.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6022257.0,6022257.0,4.0,0.0
KIA,K9,40000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6284654.0,6284654.0,4.0,0.0
TOYOTA,AQUA,2000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2023.0,2536034.0,2536034.0,2.0,0.0
BMW,5 SERIES,82000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4995752.0,4995752.0,7.0,1.0
TOYOTA,PRIUS,81000.0,1800.0,automatic transmission,Hybrid,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2410724.0,2410724.0,7.0,1.0
BMW,7 SERIES,130000.0,4300.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5995876.0,5995876.0,7.0,2.0
BMW,5 SERIES,40000.0,1998.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,7181295.0,7181295.0,3.0,0.0
BMW,3 SERIES,11000.0,1998.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5964627.0,5964627.0,3.0,0.0
BMW,X2,52000.0,2000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019.0,5880773.0,5880773.0,6.0,1.0
MERCEDES,S CLASS,22000.0,4300.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,4883891.0,4883891.0,9.0,0.0
MERCEDES,GLE CLASS,149000.0,2987.0,automatic transmission,Diesel,LHD,4WD,2 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2018.0,4976876.0,4976876.0,7.0,2.0
MERCEDES,GLC CLASS,98000.0,1991.0,automatic transmission,Petrol,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2019.0,5036517.0,5036517.0,6.0,1.0
KIA,K8,53000.0,1598.0,automatic transmission,Hybrid,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4709643.0,4709643.0,4.0,1.0
TOYOTA,LAND CRUISER PRADO,1000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,5430411.0,5430411.0,2.0,0.0
TOYOTA,86,34000.0,2000.0,automatic transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2016.0,2213475.0,2213475.0,9.0,0.0
TOYOTA,HARRIER,1000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,5876062.0,5876062.0,2.0,0.0
GENESIS,G90,62000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6534489.0,6534489.0,6.0,1.0
TOYOTA,CENTURY,72000.0,4300.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,12155848.999999989,12155848.999999989,6.0,1.0
BMW,1 SERIES,69000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2559746.0,2559746.0,7.0,1.0
TOYOTA,HARRIER HYBRID G,1000.0,2500.0,automatic transmission,Hybrid,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,5449569.0,5449569.0,2.0,0.0
BMW,5 SERIES,14000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,6634831.0,6634831.0,3.0,0.0
TOYOTA,FORTUNER,66000.0,2700.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,0,0,1,0,0,1,1,2016.0,5670039.0,5670039.0,9.0,1.0
BMW,iX3,6000.0,900.0,automatic transmission,Electric/Other,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,0.0
MERCEDES,CLA CLASS,17000.0,2000.0,automatic transmission,Diesel,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4838879.0,4838879.0,5.0,0.0
TOYOTA,LAND CRUISER PRADO,8000.0,2693.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5695321.0,5695321.0,3.0,0.0
MERCEDES,GLC CLASS,98000.0,1991.0,automatic transmission,Petrol,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2020.0,5814208.0,5814208.0,5.0,1.0
MERCEDES,E CLASS,78000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,4642434.0,4642434.0,9.0,1.0
TOYOTA,CAMRY,22000.0,2487.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5004546.0,5004546.0,3.0,0.0
KIA,MOHAVE,8000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6792803.0,6792803.0,3.0,0.0
MERCEDES,GLE CLASS,86000.0,4300.0,automatic transmission,Petrol,LHD,4WD,4 Seats,4 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,7433614.0,7433614.0,8.0,1.0
MERCEDES,GLA CLASS,2000.0,1940.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020.0,5251240.0,5251240.0,5.0,0.0
MERCEDES,S CLASS,69000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,12155848.999999989,12155848.999999989,8.0,1.0
KIA,MOHAVE,36000.0,2959.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5763001.0,5763001.0,4.0,0.0
TOYOTA,PRIUS A,25000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,3098987.0,3098987.0,4.0,0.0
BMW,X5,47000.0,2993.0,automatic transmission,Hybrid,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,10819052.0,10819052.0,4.0,0.0
GENESIS,G80,54000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,7018455.0,7018455.0,4.0,1.0
MERCEDES,E CLASS,78000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5698304.0,5698304.0,6.0,1.0
MERCEDES,S CLASS,141000.0,2987.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,6212263.0,6212263.0,8.0,2.0
TOYOTA,LAND CRUISER PRADO,14000.0,2700.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,0,1,0,0,0,0,0,0,2021.0,5477991.0,5477991.0,4.0,0.0
MERCEDES,C CLASS,37000.0,1991.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5141947.0,5141947.0,4.0,0.0
TOYOTA,CROWN HYBRID,57000.0,3500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,4244206.0,4244206.0,5.0,1.0
MERCEDES,S CLASS,1000.0,2925.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
MERCEDES,E CLASS,14000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,4 Seats,2 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,8975834.0,8975834.0,4.0,0.0
TOYOTA,CROWN HYBRID,32000.0,2500.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,1,2019.0,4883891.0,4883891.0,6.0,0.0
BMW,5 SERIES,49000.0,1998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5784200.0,5784200.0,6.0,0.0
BMW,5 SERIES,15000.0,1998.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,6133905.0,6133905.0,3.0,0.0
MERCEDES,E CLASS,68000.0,1950.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5003603.0,5003603.0,6.0,1.0
GENESIS,G70,13000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,7321209.0,7321209.0,4.0,0.0
TOYOTA,LAND CRUISER PRADO,31000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2018.0,5349541.0,5349541.0,7.0,0.0
TOYOTA,COROLLA SPORT,19000.0,1200.0,automatic transmission,Petrol,RHD,4WD,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2551894.0,2551894.0,7.0,0.0
TOYOTA,LAND CRUISER PRADO,15000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2023.0,5509711.0,5509711.0,2.0,0.0
GENESIS,G70,39000.0,2151.0,automatic transmission,Diesel,LHD,Other,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5909509.0,5909509.0,4.0,0.0
TOYOTA,COROLLA SPORT,43000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2312423.0,2312423.0,7.0,0.0
TOYOTA,PRIUS,85000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,2475734.0,2475734.0,9.0,1.0
TOYOTA,86,14000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2020.0,4234093.0,4234093.0,5.0,0.0
MERCEDES,S CLASS,59000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,10426477.0,10426477.0,6.0,1.0
KIA,CARNIVAL CARNIVAL (KA4),9000.0,2151.0,automatic transmission,Diesel,LHD,Other,5 Seats,5 Doors,sedan,0,0,0,1,0,0,0,1,2023.0,4883891.0,4883891.0,2.0,0.0
BMW,5 SERIES,32000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4570358.0,4570358.0,7.0,0.0
GENESIS,G70,14000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,6994273.0,6994273.0,2.0,0.0
BMW,7 SERIES,70000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,5945940.0,5945940.0,9.0,1.0
TOYOTA,HARRIER ELEGANCE,71000.0,1980.0,automatic transmission,Petrol,RHD,2WD,8 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2017.0,2286984.0,2286984.0,8.0,1.0
TOYOTA,PRIUS A,52000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2661344.0,2661344.0,8.0,1.0
BMW,5 SERIES,79000.0,1998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4443791.0,4443791.0,8.0,1.0
MERCEDES,E CLASS,52000.0,2999.0,automatic transmission,Petrol,LHD,4WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2021.0,9462060.0,9462060.0,4.0,1.0
TOYOTA,LAND CRUISER PRADO TZ-G DIESEL TURBO 4WD,19000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,0,0,1,1,1,2023.0,7339582.0,7339582.0,2.0,0.0
BMW,X5,7000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
MERCEDES,E CLASS,46000.0,1950.0,automatic transmission,Diesel,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,5543081.0,5543081.0,8.0,0.0
BMW,iX3,7000.0,900.0,automatic transmission,Electric/Other,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,8489041.0,8489041.0,3.0,0.0
TOYOTA,FORTUNER 2.4 V,79000.0,2400.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2019.0,5511438.0,5511438.0,6.0,1.0
KIA,K9,49000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4989471.0,4989471.0,7.0,0.0
TOYOTA,LAND CRUISER VXR 5.7 V8 8 CYLINDER ENGINE,24000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2021.0,4883891.0,4883891.0,4.0,0.0
MERCEDES,S CLASS,86000.0,4300.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2016.0,9021844.0,9021844.0,9.0,1.0
KIA,K9,66000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4964503.0,4964503.0,6.0,1.0
BMW,X3,4000.0,2000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,7923733.0,7923733.0,2.0,0.0
BMW,7 SERIES,149000.0,1998.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,5332110.0,5332110.0,8.0,2.0
MERCEDES,S CLASS,63000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,1.0
TOYOTA,COROLLA SPORT,44000.0,1200.0,manual transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,0,0,0,0,0,2018.0,2439304.0,2439304.0,7.0,0.0
MERCEDES,CLA CLASS,23000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,5686684.0,5686684.0,3.0,0.0
TOYOTA,PRIUS,69000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,3828548.0,3828548.0,9.0,1.0
