car_brand,car_model,mileage_km,engine_size_cc,transmission,fuel_type,steering_type,drive_train,no_of_seats,no_of_doors,body_type,Power Steering,Air Conditioner,Navigation,Air Bag,Anti-Lock Brake System,Fog Lights,Power Windows,Alloy Wheels,year,price(Ksh),redundant_price_column,car_age,mileage_category
BMW,5 SERIES,80000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4567374.0,4567374.0,8.0,1.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5971850.0,5971850.0,2.0,0.0
GENESIS,G80,77000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6488322.0,6488322.0,4.0,1.0
KIA,MOHAVE,24000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6463982.0,6463982.0,3.0,0.0
KIA,SORENTO,6000.0,2151.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,5718561.0,5718561.0,2.0,0.0
KIA,MOHAVE,30000.0,2959.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,6113177.0,6113177.0,3.0,0.0
GENESIS,G80,35000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,7111888.0,7111888.0,3.0,0.0
GENESIS,G90,55000.0,3778.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6088367.0,6088367.0,6.0,1.0
TOYOTA,LAND CRUISER PRADO,4000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5960858.0,5960858.0,3.0,0.0
GENESIS,G70,34000.0,2497.0,automatic transmission,Petrol,LHD,Other,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,4883891.0,4883891.0,4.0,0.0
MERCEDES,CLS CLASS,55000.0,2925.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6728264.0,6728264.0,6.0,1.0
KIA,K9,7000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2023.0,7988116.0,7988116.0,2.0,0.0
MERCEDES,E CLASS,34000.0,1991.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6820755.0,6820755.0,4.0,0.0
MERCEDES,C CLASS,76000.0,1991.0,automatic transmission,Petrol,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,4225484.0,4225484.0,8.0,1.0
GENESIS,GV80,20000.0,2497.0,automatic transmission,Petrol,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,8890881.0,8890881.0,4.0,0.0
MERCEDES,E CLASS,83000.0,1991.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5129856.0,5129856.0,5.0,1.0
BMW,X3,34000.0,2998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,7938965.0,7938965.0,4.0,0.0
TOYOTA,AQUA,19000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2017.0,2312423.0,2312423.0,8.0,0.0
TOYOTA,CROWN HYBRID RS,39000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4309217.0,4309217.0,6.0,0.0
TOYOTA,LAND CRUISER ZX,15000.0,3300.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,0,0,1,0,0,1,1,2022.0,12155848.999999989,12155848.999999989,3.0,0.0
BMW,X1,8000.0,1998.0,automatic transmission,Petrol,LHD,2WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2023.0,7089276.0,7089276.0,2.0,0.0
TOYOTA,FORTUNER 2.8 TRD SPORTIVO BLACK TOP 4WD,100000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2017.0,5827383.0,5827383.0,8.0,1.0
MERCEDES,E CLASS,42000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5029042.0,5029042.0,7.0,0.0
TOYOTA,RAV4 G,49000.0,1980.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,1,1,1,1,1,1,2021.0,3227594.0,3227594.0,4.0,0.0
TOYOTA,YARIS,34000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020.0,2447155.0,2447155.0,5.0,0.0
KIA,K9,12000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,7587375.0,7587375.0,3.0,0.0
TOYOTA,RAV4,37000.0,2694.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2020.0,5524001.0,5524001.0,5.0,0.0
BMW,5 SERIES,19000.0,1998.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2022.0,6676915.0,6676915.0,3.0,0.0
BMW,5 SERIES,125000.0,2993.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,6194833.0,6194833.0,6.0,2.0
MERCEDES,C CLASS,33000.0,2996.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,0,2019.0,6104855.0,6104855.0,6.0,0.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5880773.0,5880773.0,2.0,0.0
MERCEDES,S CLASS,57000.0,2996.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,9744339.0,9744339.0,6.0,1.0
TOYOTA,PRIUS,24000.0,1790.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,4883891.0,4883891.0,9.0,0.0
BMW,5 SERIES,88000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5229099.0,5229099.0,5.0,1.0
TOYOTA,CROWN CROSSOVER,7000.0,2500.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,5839945.0,5839945.0,3.0,0.0
TOYOTA,LAND CRUISER PRADO,23000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2021.0,5641459.0,5641459.0,4.0,0.0
TOYOTA,CROWN CROSSOVER,8000.0,2400.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,8635079.0,8635079.0,3.0,0.0
BMW,3 SERIES,10000.0,2998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2022.0,8437221.0,8437221.0,3.0,0.0
MERCEDES,GLE CLASS 2.9 GLE400D AMG LINE (PREMIUM) G-TRONIC 4MATIC EURO 6 (S/S),37000.0,2900.0,automatic transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2020.0,11441205.0,11441205.0,5.0,0.0
TOYOTA,"RAV4 T- RAV4 LE 2.5L HYBRID 2023, 4WD, GREY COLOR",1000.0,900.0,automatic transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,0,2023.0,6842739.0,6842739.0,2.0,0.0
TOYOTA,86,56000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2015.0,3027796.0,3027796.0,10.0,1.0
TOYOTA,HARRIER HYBRID,1000.0,2500.0,automatic transmission,Hybrid,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,6859070.0,6859070.0,2.0,0.0
TOYOTA,VITZ F,41000.0,1000.0,automatic transmission,Petrol,RHD,2WD,4 Seats,5 Doors,hatchback,1,1,0,1,1,0,1,0,2017.0,826291.0,826291.0,8.0,0.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5934163.0,5934163.0,2.0,0.0
BMW,5 SERIES,37000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4604904.0,4604904.0,6.0,0.0
TOYOTA,PRIUS,39000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2019.0,3081556.0,3081556.0,6.0,0.0
MERCEDES,GLE CLASS,16000.0,2900.0,automatic transmission,Diesel,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,10842921.0,10842921.0,3.0,0.0
KIA,MOHAVE,21000.0,2959.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5618219.0,5618219.0,4.0,0.0
MERCEDES,E CLASS,90000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4659708.0,4659708.0,7.0,1.0
MERCEDES,E CLASS,108000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4405790.0,4405790.0,7.0,2.0
TOYOTA,86 GT,49000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2016.0,2240400.0,2240400.0,9.0,0.0
TOYOTA,PRIUS,1000.0,2000.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,1,2023.0,4283778.0,4283778.0,2.0,0.0
GENESIS,GV80,107000.0,2996.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,6651005.0,6651005.0,5.0,2.0
GENESIS,GV80,57000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,8434238.0,8434238.0,4.0,1.0
TOYOTA,PRIUS PHV,59000.0,1800.0,automatic transmission,Hybrid,RHD,2WD,4 Seats,5 Doors,hatchback,0,1,0,1,0,0,0,0,2017.0,2275992.0,2275992.0,8.0,1.0
TOYOTA,PRIUS G,4000.0,2000.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,4821449.0,4821449.0,2.0,0.0
GENESIS,G80,65000.0,2497.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,6388765.0,6388765.0,4.0,1.0
GENESIS,GV80,57000.0,3470.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,8954007.0,8954007.0,5.0,1.0
BMW,5 SERIES,59000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4650443.0,4650443.0,8.0,1.0
KIA,K9,94000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4451015.0,4451015.0,7.0,1.0
GENESIS,G80,104000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5515050.0,5515050.0,5.0,2.0
MERCEDES,CLA CLASS,34000.0,1991.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5911080.0,5911080.0,4.0,0.0
TOYOTA,HARRIER HYBRID,1000.0,2500.0,automatic transmission,Hybrid,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,5739446.0,5739446.0,2.0,0.0
TOYOTA,CROWN RS,58000.0,2000.0,automatic transmission,Petrol,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,5742587.0,5742587.0,7.0,1.0
MERCEDES,GLE CLASS,27000.0,1993.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,10618054.0,10618054.0,3.0,0.0
TOYOTA,PRIUS S,42000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2718346.0,2718346.0,8.0,0.0
TOYOTA,CAMRY,16000.0,2500.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,1,2022.0,4900749.0,4900749.0,3.0,0.0
BMW,X4,24000.0,1998.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,7047977.0,7047977.0,4.0,0.0
TOYOTA,FORTUNER 2.8 LEGENDER 4WD,73000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2020.0,7617525.0,7617525.0,5.0,1.0
TOYOTA,86,46000.0,2000.0,automatic transmission,Petrol,RHD,Other,2 Seats,2 Doors,coupe,1,1,0,1,0,0,1,0,2017.0,2524990.0,2524990.0,8.0,0.0
TOYOTA,FJ CRUISER,27000.0,4000.0,automatic transmission,Petrol,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2016.0,6452362.0,6452362.0,9.0,0.0
GENESIS,G90,27000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,7525819.0,7525819.0,6.0,0.0
TOYOTA,86,12000.0,2000.0,automatic transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2018.0,3046738.0,3046738.0,7.0,0.0
GENESIS,G90,99000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,5753736.0,5753736.0,6.0,1.0
BMW,1 SERIES,44000.0,1998.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,5006587.0,5006587.0,4.0,0.0
BMW,X5,130000.0,2993.0,automatic transmission,Diesel,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2016.0,5739132.0,5739132.0,9.0,2.0
MERCEDES,GLE CLASS,41000.0,2999.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,12155848.999999989,12155848.999999989,4.0,0.0
BMW,5 SERIES,68000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5279348.0,5279348.0,5.0,1.0
TOYOTA,PRIUS Z,5000.0,2000.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5455850.0,5455850.0,2.0,0.0
TOYOTA,PRIUS A,36000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,4883891.0,4883891.0,6.0,0.0
TOYOTA,LAND CRUISER PRADO TXL LEATHER SEATS,11000.0,900.0,automatic transmission,Petrol,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2020.0,7672328.0,7672328.0,5.0,0.0
TOYOTA,CROWN HYBRID,51000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4918179.0,4918179.0,6.0,1.0
TOYOTA,86 RZ,1000.0,2400.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2023.0,4966074.0,4966074.0,2.0,0.0
TOYOTA,CROWN HYBRID G,9000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5043489.0,5043489.0,5.0,0.0
TOYOTA,MIRAI,37000.0,1000.0,automatic transmission,Hybrid,RHD,2WD,5 Seats,4 Doors,sedan,0,1,0,1,0,0,0,0,2022.0,4551828.0,4551828.0,3.0,0.0
GENESIS,G80,92000.0,3470.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5561531.0,5561531.0,4.0,1.0
TOYOTA,YARIS X,48000.0,1000.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2021.0,4883891.0,4883891.0,4.0,0.0
BMW,5 SERIES,91000.0,1998.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,4504248.0,4504248.0,8.0,1.0
TOYOTA,86,39000.0,2000.0,automatic transmission,Petrol,RHD,2WD,4 Seats,2 Doors,coupe,0,1,0,1,0,0,0,0,2017.0,2818972.0,2818972.0,8.0,0.0
BMW,X5,42000.0,2993.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,8884600.0,8884600.0,5.0,0.0
BMW,X3,44000.0,3000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2020.0,6344012.0,6344012.0,5.0,0.0
BMW,X2,11000.0,2000.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5622459.0,5622459.0,4.0,0.0
TOYOTA,PRIUS,31000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2020.0,2542315.0,2542315.0,5.0,0.0
TOYOTA,PRIUS Z,1000.0,2000.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2023.0,5449569.0,5449569.0,2.0,0.0
MERCEDES,C CLASS,12000.0,3982.0,automatic transmission,Petrol,LHD,2WD,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2021.0,10133303.0,10133303.0,4.0,0.0
TOYOTA,AQUA,25000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2585184.0,2585184.0,6.0,0.0
TOYOTA,CROWN HYBRID,13000.0,3500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5133938.0,5133938.0,4.0,0.0
TOYOTA,HIACE WAGON,4000.0,2700.0,automatic transmission,Petrol,RHD,Other,4 Seats,4 Doors,hatchback,1,0,0,1,0,0,1,1,2021.0,10588532.0,10588532.0,4.0,0.0
BMW,5 SERIES,56000.0,1995.0,automatic transmission,Diesel,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,7107962.0,7107962.0,5.0,1.0
TOYOTA,LAND CRUISER PRADO,47000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2019.0,5184659.0,5184659.0,6.0,0.0
TOYOTA,FORTUNER 2.8 V 4WD,81000.0,2800.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2017.0,6110037.0,6110037.0,8.0,1.0
MERCEDES,GLC CLASS,102000.0,2100.0,automatic transmission,Diesel,RHD,Other,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2018.0,5336978.0,5336978.0,7.0,2.0
BMW,5 SERIES,80000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4394327.0,4394327.0,7.0,1.0
BMW,3 SERIES,60000.0,1995.0,automatic transmission,Diesel,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4706032.0,4706032.0,6.0,1.0
MERCEDES,A CLASS A180 SPORTS,101000.0,1590.0,automatic transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,1,1,1,0,1,1,2015.0,1075341.0,1075341.0,10.0,2.0
BMW,X6,2000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,8 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2023.0,11697164.0,11697164.0,2.0,0.0
MERCEDES,S CLASS,90000.0,3982.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2017.0,10921593.0,10921593.0,8.0,1.0
BMW,X5,15000.0,3000.0,automatic transmission,Hybrid,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,1,2022.0,11357979.0,11357979.0,3.0,0.0
BMW,X5,76000.0,2993.0,automatic transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,9907807.0,9907807.0,4.0,1.0
KIA,K8,25000.0,3470.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,4644005.0,4644005.0,4.0,0.0
TOYOTA,LAND CRUISER PRADO,1000.0,2700.0,automatic transmission,Petrol,RHD,4WD,7 Seats,5 Doors,suv,0,1,0,1,0,0,0,1,2023.0,6004827.0,6004827.0,2.0,0.0
TOYOTA,PRIUS PHV A,83000.0,1800.0,automatic transmission,Hybrid,RHD,Other,4 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2017.0,2455164.0,2455164.0,8.0,1.0
TOYOTA,FORTUNER 2.4 V,14000.0,2400.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2021.0,6455503.0,6455503.0,4.0,0.0
TOYOTA,PRIUS S,23000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2016.0,2569324.0,2569324.0,9.0,0.0
TOYOTA,PRIUS,39000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2018.0,2536034.0,2536034.0,7.0,0.0
MERCEDES,E CLASS,47000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5938717.0,5938717.0,5.0,0.0
GENESIS,GV80,22000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,8926527.0,8926527.0,4.0,0.0
MERCEDES,GLA CLASS,14000.0,1991.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5917204.0,5917204.0,4.0,0.0
TOYOTA,VITZ F SMART STYLE,91000.0,1320.0,automatic transmission,Petrol,RHD,2WD,5 Seats,5 Doors,hatchback,1,1,0,1,1,0,1,0,2015.0,613830.0,613830.0,10.0,1.0
MERCEDES,E CLASS,83000.0,1991.0,automatic transmission,Petrol,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5185758.0,5185758.0,5.0,1.0
BMW,5 SERIES,19000.0,1998.0,automatic transmission,Hybrid,LHD,2WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,6120558.0,6120558.0,5.0,0.0
KIA,MOHAVE MOHAVE THE MASTER,30000.0,2959.0,automatic transmission,Diesel,LHD,Other,4 Seats,5 Doors,sedan,0,0,0,0,0,0,0,0,2022.0,4883891.0,4883891.0,3.0,0.0
TOYOTA,FORTUNER 2.4 V 4WD,149000.0,2400.0,automatic transmission,Diesel,RHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2019.0,6047225.0,6047225.0,6.0,2.0
TOYOTA,HIGHLANDER GLE 2023 WHITE COLOR 2.5L PETROL/HYBRID AWD WITH RADAR,1000.0,900.0,automatic transmission,Hybrid,LHD,4WD,7 Seats,5 Doors,suv,1,1,0,1,0,0,1,0,2023.0,8619533.0,8619533.0,2.0,0.0
GENESIS,GV80,65000.0,2497.0,automatic transmission,Petrol,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2020.0,8102433.0,8102433.0,5.0,1.0
GENESIS,G80,51000.0,3342.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4778736.0,4778736.0,6.0,1.0
KIA,K9,93000.0,3778.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2018.0,4448345.0,4448345.0,7.0,1.0
GENESIS,GV80,26000.0,2996.0,automatic transmission,Diesel,LHD,4WD,8 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2022.0,9619971.0,9619971.0,3.0,0.0
TOYOTA,FORTUNER 2.4 LEGENDER,38000.0,2400.0,automatic transmission,Diesel,RHD,Other,7 Seats,5 Doors,suv,1,1,0,1,0,1,1,1,2020.0,7130732.0,7130732.0,5.0,0.0
BMW,3 SERIES,35000.0,1998.0,automatic transmission,Petrol,LHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2021.0,5023232.0,5023232.0,4.0,0.0
TOYOTA,RAV4,27000.0,2487.0,automatic transmission,Hybrid,LHD,4WD,7 Seats,4 Doors,suv,1,1,0,1,0,0,1,1,2021.0,5698932.0,5698932.0,4.0,0.0
TOYOTA,PRIUS,24000.0,1800.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2021.0,2826225.0,2826225.0,4.0,0.0
GENESIS,G80,34000.0,2497.0,automatic transmission,Petrol,LHD,4WD,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2020.0,5881087.0,5881087.0,5.0,0.0
TOYOTA,AQUA,10000.0,1500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,1,2019.0,2325143.0,2325143.0,6.0,0.0
TOYOTA,86,60000.0,2000.0,manual transmission,Petrol,RHD,Other,4 Seats,2 Doors,coupe,1,1,0,1,0,0,1,1,2017.0,4883891.0,4883891.0,8.0,1.0
TOYOTA,CROWN HYBRID S,41000.0,2500.0,automatic transmission,Hybrid,RHD,Other,5 Seats,4 Doors,sedan,1,1,0,1,0,0,1,1,2019.0,4867458.0,4867458.0,6.0,0.0
TOYOTA,YARIS Z,28000.0,1500.0,automatic transmission,Petrol,RHD,Other,5 Seats,5 Doors,hatchback,1,1,0,1,0,0,1,0,2020.0,2387013.0,2387013.0,5.0,0.0
